Date,Test machine,Compiler,Pointer size,Build type,File,Reader,Format definition,Processing type,Stream type,time#1,time#2,time#3,time#4,time#5,time_avg,time_median,time_sum
2017-10-27,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and functor,dfg::io::BasicImStream (memory mapped),0.0319962,0.0320352,0.0320805,0.0314717,0.0325059,0.0320179,0.0320352,0.160089
2017-10-27,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.643488,0.636081,0.619151,0.633705,0.626686,0.631822,0.633705,3.15911
2017-10-27,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.191719,0.198011,0.192007,0.193355,0.192287,0.193476,0.192287,0.967378
2017-10-27,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),1.30341,1.3128,1.30375,1.29472,1.29198,1.30133,1.30341,6.50666
2017-10-27,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),0.756015,0.846874,0.83213,0.756376,0.833457,0.80497,0.83213,4.02485
2017-10-27,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.126848,0.126155,0.124487,0.12765,0.125404,0.126109,0.126155,0.630544
2017-10-27,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2017-02-17,,"Parse only, read type = const char*",N/A,0.324084,0.323261,0.31852,0.322851,0.318045,0.321352,0.322851,1.60676
2017-10-27,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2017-02-17,,"Parse only, read type = std::string",N/A,0.675701,0.679332,0.680866,0.681253,0.678548,0.67914,0.679332,3.3957
-----,-----,-----,-----,-----,Added \r\n handling to basic reader and fixed some parsing issues in all readers.,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through,std::ifstream,5.82946,6.10293,5.86985,5.82079,5.80244,5.88509,5.82946,29.4255
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through,std::istrstream (memory mapped),4.34375,4.37865,4.35249,4.31201,4.37134,4.35165,4.35249,21.7582
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through,std::istringstream (memory mapped),4.31433,4.21933,4.25053,4.24859,4.16743,4.24004,4.24859,21.2002
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with get(),dfg::io::BasicImStream (memory mapped),0.210032,0.209906,0.210892,0.208222,0.212584,0.210327,0.210032,1.05164
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and lambda,dfg::io::BasicImStream (memory mapped),0.0324089,0.0345476,0.0342026,0.0321226,0.0316366,0.0329837,0.0324089,0.164918
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and functor,dfg::io::BasicImStream (memory mapped),0.0333004,0.0329366,0.03249,0.0340465,0.0325052,0.0330557,0.0329366,0.165279
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.654799,0.652782,0.650763,0.592807,0.643026,0.638835,0.650763,3.19418
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.200158,0.197657,0.200494,0.197313,0.216844,0.202493,0.200158,1.01247
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),1.33246,1.27563,1.28046,1.28018,1.28209,1.29017,1.28046,6.45084
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),0.769856,0.755211,0.766677,0.763117,0.763934,0.763759,0.763934,3.81879
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.142678,0.143965,0.140181,0.145992,0.146883,0.14394,0.143965,0.7197
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2017-02-17,,"Parse only, read type = const char*",N/A,0.319842,0.315188,0.322915,0.316166,0.317165,0.318255,0.317165,1.59128
2017-10-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2017-02-17,,"Parse only, read type = std::string",N/A,0.68512,0.679647,0.676159,0.690629,0.677178,0.681747,0.679647,3.40873
-----,-----,-----,-----,-----,"Improved TableCsv-reading, added compile/runtime time variant and cppcsv test cases",-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with get(),dfg::io::BasicImStream (memory mapped),0.218938,0.208913,0.207839,0.206837,0.20851,0.210207,0.20851,1.05104
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and lambda,dfg::io::BasicImStream (memory mapped),0.140279,0.0324616,0.0341389,0.0337209,0.0322726,0.0545746,0.0337209,0.272873
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and functor,dfg::io::BasicImStream (memory mapped),0.0327678,0.0325894,0.0336239,0.0321806,0.0328584,0.032804,0.0327678,0.16402
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,compile time,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.519973,0.533844,0.531856,0.529693,0.531436,0.52936,0.531436,2.6468
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.193648,0.192762,0.194457,0.195885,0.196724,0.194695,0.194457,0.973477
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,runtime,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),1.71289,1.72219,1.88255,1.77455,1.80806,1.78005,1.77455,8.90024
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,compile time,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),1.26314,1.25348,1.25523,1.25246,1.25881,1.25662,1.25523,6.28311
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,runtime,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),0.790621,0.783989,0.784827,0.78018,0.786934,0.78531,0.784827,3.92655
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),0.752922,0.752599,0.749217,0.751277,0.756084,0.75242,0.752599,3.7621
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,runtime,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.16508,0.166575,0.166868,0.16715,0.16616,0.166367,0.166575,0.831834
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.145224,0.1445,0.144468,0.141832,0.141439,0.143493,0.144468,0.717464
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2017-02-17,compile time,"Parse only, read type = const char*",N/A,0.310555,0.318947,0.312978,0.313494,0.317976,0.31479,0.313494,1.57395
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2017-02-17,compile time,"Parse only, read type = std::string",N/A,0.704514,0.704117,0.706386,0.709044,0.701918,0.705196,0.704514,3.52598
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,cppcsv_ph_2016-08-31,runtime,Parse only (cell counter),Contiguous memory,5.35605,5.36986,5.38379,5.36255,5.36409,5.36727,5.36409,26.8363
2017-12-28,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,"TableCsv<char,uint32>",runtime,Read&Store,N/A,2.30424,2.29797,2.31077,2.31225,2.30658,2.30636,2.30658,11.5318
-----,-----,-----,-----,-----,Added new test cases for cppcsv,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with get(),dfg::io::BasicImStream (memory mapped),0.229257,0.21079,0.212365,0.215677,0.211363,0.215891,0.212365,1.07945
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and lambda,dfg::io::BasicImStream (memory mapped),0.0339835,0.033207,0.0328623,0.0344571,0.0326011,0.0334222,0.033207,0.167111
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and functor,dfg::io::BasicImStream (memory mapped),0.0325498,0.0328719,0.0326245,0.0329929,0.0325342,0.0327147,0.0326245,0.163573
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,compile time,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.579743,0.582155,0.578379,0.591005,0.568033,0.579863,0.579743,2.89931
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.196159,0.200567,0.198766,0.199304,0.199243,0.198808,0.199243,0.994039
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,runtime,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),1.7339,1.74085,1.74792,1.74215,1.73232,1.73943,1.74085,8.69715
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,compile time,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),1.28083,1.276,1.27316,1.28319,1.27775,1.27818,1.27775,6.39092
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,runtime,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),0.817053,0.825919,0.821765,0.827006,0.823142,0.822977,0.823142,4.11488
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),0.766102,0.763656,0.770728,0.782865,0.798921,0.776454,0.770728,3.88227
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,runtime,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.141422,0.12556,0.164738,0.136379,0.124625,0.138545,0.136379,0.692724
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.121369,0.166366,0.1263,0.120681,0.122724,0.131488,0.122724,0.65744
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2017-02-17,compile time,"Parse only, read type = const char*",N/A,0.367522,0.332909,0.330698,0.370517,0.329337,0.346197,0.332909,1.73098
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2017-02-17,compile time,"Parse only, read type = std::string",N/A,0.740571,0.688543,0.684453,0.68518,0.685555,0.69686,0.685555,3.4843
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,cppcsv_ph_2018-03-21,runtime,Parse only (cell counter),Contiguous memory,1.00059,0.986151,0.990159,0.982025,0.988848,0.989555,0.988848,4.94777
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,cppcsv_ph_2018-03-21,mixed,Parse only (cell counter) + no(comments quotes),Contiguous memory,0.90399,0.89997,0.904269,0.900317,0.917449,0.905199,0.90399,4.52599
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,cppcsv_ph_2018-03-21,compile time,Parse only (cell counter) + no(comments quotes) + comma only,Contiguous memory,0.899841,0.897467,0.890319,0.90235,0.896844,0.897364,0.897467,4.48682
2018-04-07,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,"TableCsv<char,uint32>",runtime,Read&Store,N/A,2.42808,2.49535,2.43653,2.43763,2.45975,2.45147,2.43763,12.2573
-----,-----,-----,-----,-----,Lots of internal changes since last run.,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with get(),dfg::io::BasicImStream (memory mapped),0.220801,0.216384,0.21603,0.213793,0.211137,0.215629,0.21603,1.07814
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and lambda,dfg::io::BasicImStream (memory mapped),0.0325549,0.0327248,0.0326363,0.0334918,0.0333003,0.0329416,0.0327248,0.164708
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,readOne(),,Read through with io::getThrough() and functor,dfg::io::BasicImStream (memory mapped),0.0332734,0.0327974,0.0326342,0.03314,0.0329761,0.0329642,0.0329761,0.164821
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,compile time,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.569015,0.578916,0.567612,0.568896,0.568,0.570488,0.568896,2.85244
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderNone,dfg::io::BasicImStream (memory mapped),0.195395,0.197955,0.197786,0.196403,0.195641,0.196636,0.196403,0.98318
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,runtime,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),1.69997,1.69416,1.70287,1.70248,1.7024,1.70038,1.7024,8.50188
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader,compile time,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),1.28358,1.27688,1.2714,1.27106,1.26876,1.27434,1.2714,6.37168
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,runtime,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),0.809269,0.812344,0.815715,0.833713,0.810701,0.816348,0.812344,4.08174
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderDefault,dfg::io::BasicImStream (memory mapped),0.781686,0.776984,0.783953,0.809353,0.858504,0.802096,0.783953,4.01048
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,runtime,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.12189,0.123853,0.147944,0.123899,0.121832,0.127884,0.123853,0.639418
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.14617,0.146445,0.181286,0.159225,0.147739,0.156173,0.147739,0.780864
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,DelimitedTextReader_basic,compile time & no \r\n translation,CharAppenderStringViewCBuffer,dfg::io::BasicImStream (memory mapped),0.131906,0.129307,0.131801,0.142234,0.163607,0.139771,0.131906,0.698855
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2018-09-30,compile time,"Parse only, read type = const char*",N/A,0.327987,0.338118,0.365295,0.33338,0.330253,0.339007,0.33338,1.69503
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,fast-cpp-csv-parser 2018-09-30,compile time,"Parse only, read type = std::string",N/A,0.709845,0.710104,0.709843,0.701045,0.696367,0.705441,0.709843,3.5272
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,cppcsv_ph_2018-03-21,runtime,Parse only (cell counter),Contiguous memory,1.01918,0.994649,0.987729,0.98895,0.989892,0.996081,0.989892,4.9804
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,cppcsv_ph_2018-03-21,mixed,Parse only (cell counter) + no(comments quotes),Contiguous memory,0.913366,0.90995,0.911127,0.904661,0.918396,0.9115,0.911127,4.5575
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,cppcsv_ph_2018-03-21,compile time,Parse only (cell counter) + no(comments quotes) + comma only,Contiguous memory,0.910203,0.903483,0.903828,0.91381,0.905558,0.907376,0.905558,4.53688
2019-06-16,,MSVC_2015_u3,4,release,testfiles/generated/generatedCsv_r4000000_c7_constant_content_abc_test.csv,"TableCsv<char,uint32>",runtime,Read&Store,N/A,2.41642,2.40489,2.44255,2.39998,2.48877,2.43052,2.41642,12.1526
